Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_002901205.1		Primary Assembly	Un			PDCF01000571.1	Chromosome		NW_019800797.1	unplaced-scaffold	25886		
GCF_002901205.1		Primary Assembly	Un			PDCF01005665.1	Chromosome		NW_019800798.1	unplaced-scaffold	3379		
GCF_002901205.1		Primary Assembly	Un			PDCF01005666.1	Chromosome		NW_019800799.1	unplaced-scaffold	3379		
GCF_002901205.1		Primary Assembly	Un			PDCF01005667.1	Chromosome		NW_019800800.1	unplaced-scaffold	3378		
GCF_002901205.1		Primary Assembly	Un			PDCF01005668.1	Chromosome		NW_019800801.1	unplaced-scaffold	3378		
GCF_002901205.1		Primary Assembly	Un			PDCF01005669.1	Chromosome		NW_019800802.1	unplaced-scaffold	3378		
GCF_002901205.1		Primary Assembly	Un			PDCF01005670.1	Chromosome		NW_019800803.1	unplaced-scaffold	3377		
GCF_002901205.1		Primary Assembly	Un			PDCF01005671.1	Chromosome		NW_019800804.1	unplaced-scaffold	3375		
GCF_002901205.1		Primary Assembly	Un			PDCF01005672.1	Chromosome		NW_019800805.1	unplaced-scaffold	3374		
GCF_002901205.1		Primary Assembly	Un			PDCF01005673.1	Chromosome		NW_019800806.1	unplaced-scaffold	3374		
GCF_002901205.1		Primary Assembly	Un			PDCF01005674.1	Chromosome		NW_019800807.1	unplaced-scaffold	3373		
GCF_002901205.1		Primary Assembly	Un			PDCF01000572.1	Chromosome		NW_019800808.1	unplaced-scaffold	25712		
GCF_002901205.1		Primary Assembly	Un			PDCF01005675.1	Chromosome		NW_019800809.1	unplaced-scaffold	3373		
GCF_002901205.1		Primary Assembly	Un			PDCF01005676.1	Chromosome		NW_019800810.1	unplaced-scaffold	3373		
GCF_002901205.1		Primary Assembly	Un			PDCF01005677.1	Chromosome		NW_019800811.1	unplaced-scaffold	3373		
GCF_002901205.1		Primary Assembly	Un			PDCF01005678.1	Chromosome		NW_019800812.1	unplaced-scaffold	3372		
GCF_002901205.1		Primary Assembly	Un			PDCF01005679.1	Chromosome		NW_019800813.1	unplaced-scaffold	3372		
GCF_002901205.1		Primary Assembly	Un			PDCF01005680.1	Chromosome		NW_019800814.1	unplaced-scaffold	3372		
GCF_002901205.1		Primary Assembly	Un			PDCF01005681.1	Chromosome		NW_019800815.1	unplaced-scaffold	3160		
GCF_002901205.1		Primary Assembly	Un			PDCF01005682.1	Chromosome		NW_019800816.1	unplaced-scaffold	3371		
GCF_002901205.1		Primary Assembly	Un			PDCF01005683.1	Chromosome		NW_019800817.1	unplaced-scaffold	3370		
GCF_002901205.1		Primary Assembly	Un			PDCF01005684.1	Chromosome		NW_019800818.1	unplaced-scaffold	3368		
GCF_002901205.1		Primary Assembly	Un			PDCF01000573.1	Chromosome		NW_019800819.1	unplaced-scaffold	25705		
GCF_002901205.1		Primary Assembly	Un			PDCF01005685.1	Chromosome		NW_019800820.1	unplaced-scaffold	3368		
GCF_002901205.1		Primary Assembly	Un			PDCF01005686.1	Chromosome		NW_019800821.1	unplaced-scaffold	3367		
GCF_002901205.1		Primary Assembly	Un			PDCF01005687.1	Chromosome		NW_019800822.1	unplaced-scaffold	3366		
GCF_002901205.1		Primary Assembly	Un			PDCF01005688.1	Chromosome		NW_019800823.1	unplaced-scaffold	3366		
GCF_002901205.1		Primary Assembly	Un			PDCF01005689.1	Chromosome		NW_019800824.1	unplaced-scaffold	3365		
GCF_002901205.1		Primary Assembly	Un			PDCF01005690.1	Chromosome		NW_019800825.1	unplaced-scaffold	3363		
GCF_002901205.1		Primary Assembly	Un			PDCF01005691.1	Chromosome		NW_019800826.1	unplaced-scaffold	3363		
GCF_002901205.1		Primary Assembly	Un			PDCF01005692.1	Chromosome		NW_019800827.1	unplaced-scaffold	3362		
GCF_002901205.1		Primary Assembly	Un			PDCF01005693.1	Chromosome		NW_019800828.1	unplaced-scaffold	3361		
GCF_002901205.1		Primary Assembly	Un			PDCF01005694.1	Chromosome		NW_019800829.1	unplaced-scaffold	3361		
GCF_002901205.1		Primary Assembly	Un			PDCF01000574.1	Chromosome		NW_019800830.1	unplaced-scaffold	25674		
GCF_002901205.1		Primary Assembly	Un			PDCF01005695.1	Chromosome		NW_019800831.1	unplaced-scaffold	3360		
GCF_002901205.1		Primary Assembly	Un			PDCF01005696.1	Chromosome		NW_019800832.1	unplaced-scaffold	3360		
GCF_002901205.1		Primary Assembly	Un			PDCF01005697.1	Chromosome		NW_019800833.1	unplaced-scaffold	3360		
GCF_002901205.1		Primary Assembly	Un			PDCF01005698.1	Chromosome		NW_019800834.1	unplaced-scaffold	3359		
GCF_002901205.1		Primary Assembly	Un			PDCF01005699.1	Chromosome		NW_019800835.1	unplaced-scaffold	3359		
GCF_002901205.1		Primary Assembly	Un			PDCF01005700.1	Chromosome		NW_019800836.1	unplaced-scaffold	3357		
GCF_002901205.1		Primary Assembly	Un			PDCF01005701.1	Chromosome		NW_019800837.1	unplaced-scaffold	3357		
GCF_002901205.1		Primary Assembly	Un			PDCF01005702.1	Chromosome		NW_019800838.1	unplaced-scaffold	3356		
GCF_002901205.1		Primary Assembly	Un			PDCF01005703.1	Chromosome		NW_019800839.1	unplaced-scaffold	3356		
GCF_002901205.1		Primary Assembly	Un			PDCF01005704.1	Chromosome		NW_019800840.1	unplaced-scaffold	3355		
GCF_002901205.1		Primary Assembly	Un			PDCF01000575.1	Chromosome		NW_019800841.1	unplaced-scaffold	25623		
GCF_002901205.1		Primary Assembly	Un			PDCF01005705.1	Chromosome		NW_019800842.1	unplaced-scaffold	3355		
GCF_002901205.1		Primary Assembly	Un			PDCF01005706.1	Chromosome		NW_019800843.1	unplaced-scaffold	3355		
GCF_002901205.1		Primary Assembly	Un			PDCF01005707.1	Chromosome		NW_019800844.1	unplaced-scaffold	3355		
GCF_002901205.1		Primary Assembly	Un			PDCF01005708.1	Chromosome		NW_019800845.1	unplaced-scaffold	3355		
GCF_002901205.1		Primary Assembly	Un			PDCF01005709.1	Chromosome		NW_019800846.1	unplaced-scaffold	3355		
GCF_002901205.1		Primary Assembly	Un			PDCF01005710.1	Chromosome		NW_019800847.1	unplaced-scaffold	3354		
GCF_002901205.1		Primary Assembly	Un			PDCF01005711.1	Chromosome		NW_019800848.1	unplaced-scaffold	3354		
GCF_002901205.1		Primary Assembly	Un			PDCF01005712.1	Chromosome		NW_019800849.1	unplaced-scaffold	3353		
GCF_002901205.1		Primary Assembly	Un			PDCF01005713.1	Chromosome		NW_019800850.1	unplaced-scaffold	3353		
GCF_002901205.1		Primary Assembly	Un			PDCF01005714.1	Chromosome		NW_019800851.1	unplaced-scaffold	3353		
GCF_002901205.1		Primary Assembly	Un			PDCF01000576.1	Chromosome		NW_019800852.1	unplaced-scaffold	25602		
GCF_002901205.1		Primary Assembly	Un			PDCF01005715.1	Chromosome		NW_019800853.1	unplaced-scaffold	3353		
GCF_002901205.1		Primary Assembly	Un			PDCF01005716.1	Chromosome		NW_019800854.1	unplaced-scaffold	3353		
GCF_002901205.1		Primary Assembly	Un			PDCF01005717.1	Chromosome		NW_019800855.1	unplaced-scaffold	3353		
GCF_002901205.1		Primary Assembly	Un			PDCF01005718.1	Chromosome		NW_019800856.1	unplaced-scaffold	2281		
GCF_002901205.1		Primary Assembly	Un			PDCF01005719.1	Chromosome		NW_019800857.1	unplaced-scaffold	3352		
GCF_002901205.1		Primary Assembly	Un			PDCF01005720.1	Chromosome		NW_019800858.1	unplaced-scaffold	3352		
GCF_002901205.1		Primary Assembly	Un			PDCF01005721.1	Chromosome		NW_019800859.1	unplaced-scaffold	3351		
GCF_002901205.1		Primary Assembly	Un			PDCF01005722.1	Chromosome		NW_019800860.1	unplaced-scaffold	3351		
GCF_002901205.1		Primary Assembly	Un			PDCF01005723.1	Chromosome		NW_019800861.1	unplaced-scaffold	3350		
GCF_002901205.1		Primary Assembly	Un			PDCF01005724.1	Chromosome		NW_019800862.1	unplaced-scaffold	3349		
GCF_002901205.1		Primary Assembly	Un			PDCF01000577.1	Chromosome		NW_019800863.1	unplaced-scaffold	25164		
GCF_002901205.1		Primary Assembly	Un			PDCF01005725.1	Chromosome		NW_019800864.1	unplaced-scaffold	3349		
GCF_002901205.1		Primary Assembly	Un			PDCF01005726.1	Chromosome		NW_019800865.1	unplaced-scaffold	3349		
GCF_002901205.1		Primary Assembly	Un			PDCF01005727.1	Chromosome		NW_019800866.1	unplaced-scaffold	3348		
GCF_002901205.1		Primary Assembly	Un			PDCF01005728.1	Chromosome		NW_019800867.1	unplaced-scaffold	3348		
GCF_002901205.1		Primary Assembly	Un			PDCF01005729.1	Chromosome		NW_019800868.1	unplaced-scaffold	3347		
GCF_002901205.1		Primary Assembly	Un			PDCF01005730.1	Chromosome		NW_019800869.1	unplaced-scaffold	3347		
GCF_002901205.1		Primary Assembly	Un			PDCF01005731.1	Chromosome		NW_019800870.1	unplaced-scaffold	3347		
GCF_002901205.1		Primary Assembly	Un			PDCF01005732.1	Chromosome		NW_019800871.1	unplaced-scaffold	3347		
GCF_002901205.1		Primary Assembly	Un			PDCF01005733.1	Chromosome		NW_019800872.1	unplaced-scaffold	3346		
GCF_002901205.1		Primary Assembly	Un			PDCF01005734.1	Chromosome		NW_019800873.1	unplaced-scaffold	3346		
GCF_002901205.1		Primary Assembly	Un			PDCF01000578.1	Chromosome		NW_019800874.1	unplaced-scaffold	25574		
GCF_002901205.1		Primary Assembly	Un			PDCF01005735.1	Chromosome		NW_019800875.1	unplaced-scaffold	3345		
GCF_002901205.1		Primary Assembly	Un			PDCF01005737.1	Chromosome		NW_019800876.1	unplaced-scaffold	3345		
GCF_002901205.1		Primary Assembly	Un			PDCF01005738.1	Chromosome		NW_019800877.1	unplaced-scaffold	3344		
GCF_002901205.1		Primary Assembly	Un			PDCF01005739.1	Chromosome		NW_019800878.1	unplaced-scaffold	3344		
GCF_002901205.1		Primary Assembly	Un			PDCF01005740.1	Chromosome		NW_019800879.1	unplaced-scaffold	3343		
GCF_002901205.1		Primary Assembly	Un			PDCF01005741.1	Chromosome		NW_019800880.1	unplaced-scaffold	3343		
GCF_002901205.1		Primary Assembly	Un			PDCF01005742.1	Chromosome		NW_019800881.1	unplaced-scaffold	3342		
GCF_002901205.1		Primary Assembly	Un			PDCF01005743.1	Chromosome		NW_019800882.1	unplaced-scaffold	3342		
GCF_002901205.1		Primary Assembly	Un			PDCF01005744.1	Chromosome		NW_019800883.1	unplaced-scaffold	3341		
GCF_002901205.1		Primary Assembly	Un			PDCF01000579.1	Chromosome		NW_019800884.1	unplaced-scaffold	25568		
GCF_002901205.1		Primary Assembly	Un			PDCF01005745.1	Chromosome		NW_019800885.1	unplaced-scaffold	3341		
GCF_002901205.1		Primary Assembly	Un			PDCF01005746.1	Chromosome		NW_019800886.1	unplaced-scaffold	3340		
GCF_002901205.1		Primary Assembly	Un			PDCF01005747.1	Chromosome		NW_019800887.1	unplaced-scaffold	3340		
GCF_002901205.1		Primary Assembly	Un			PDCF01005748.1	Chromosome		NW_019800888.1	unplaced-scaffold	3340		
GCF_002901205.1		Primary Assembly	Un			PDCF01005749.1	Chromosome		NW_019800889.1	unplaced-scaffold	3339		
GCF_002901205.1		Primary Assembly	Un			PDCF01005750.1	Chromosome		NW_019800890.1	unplaced-scaffold	3339		
GCF_002901205.1		Primary Assembly	Un			PDCF01005751.1	Chromosome		NW_019800891.1	unplaced-scaffold	3339		
GCF_002901205.1		Primary Assembly	Un			PDCF01005752.1	Chromosome		NW_019800892.1	unplaced-scaffold	3337		
GCF_002901205.1		Primary Assembly	Un			PDCF01005753.1	Chromosome		NW_019800893.1	unplaced-scaffold	3336		
GCF_002901205.1		Primary Assembly	Un			PDCF01005754.1	Chromosome		NW_019800894.1	unplaced-scaffold	3336		
GCF_002901205.1		Primary Assembly	Un			PDCF01000580.1	Chromosome		NW_019800895.1	unplaced-scaffold	25541		
GCF_002901205.1		Primary Assembly	Un			PDCF01005755.1	Chromosome		NW_019800896.1	unplaced-scaffold	3335		
GCF_002901205.1		Primary Assembly	Un			PDCF01005756.1	Chromosome		NW_019800897.1	unplaced-scaffold	3335		
GCF_002901205.1		Primary Assembly	Un			PDCF01005757.1	Chromosome		NW_019800898.1	unplaced-scaffold	3333		
GCF_002901205.1		Primary Assembly	Un			PDCF01005758.1	Chromosome		NW_019800899.1	unplaced-scaffold	3333		
GCF_002901205.1		Primary Assembly	Un			PDCF01005759.1	Chromosome		NW_019800900.1	unplaced-scaffold	3332		
GCF_002901205.1		Primary Assembly	Un			PDCF01005760.1	Chromosome		NW_019800901.1	unplaced-scaffold	3332		
GCF_002901205.1		Primary Assembly	Un			PDCF01005761.1	Chromosome		NW_019800902.1	unplaced-scaffold	3332		
GCF_002901205.1		Primary Assembly	Un			PDCF01005762.1	Chromosome		NW_019800903.1	unplaced-scaffold	3332		
GCF_002901205.1		Primary Assembly	Un			PDCF01005763.1	Chromosome		NW_019800904.1	unplaced-scaffold	3332		
GCF_002901205.1		Primary Assembly	Un			PDCF01005764.1	Chromosome		NW_019800905.1	unplaced-scaffold	3331		
GCF_002901205.1		Primary Assembly	Un			PDCF01000581.1	Chromosome		NW_019800906.1	unplaced-scaffold	25540		
GCF_002901205.1		Primary Assembly	Un			PDCF01005765.1	Chromosome		NW_019800907.1	unplaced-scaffold	2536		
GCF_002901205.1		Primary Assembly	Un			PDCF01005766.1	Chromosome		NW_019800908.1	unplaced-scaffold	3330		
GCF_002901205.1		Primary Assembly	Un			PDCF01005767.1	Chromosome		NW_019800909.1	unplaced-scaffold	3330		
GCF_002901205.1		Primary Assembly	Un			PDCF01005768.1	Chromosome		NW_019800910.1	unplaced-scaffold	3330		
GCF_002901205.1		Primary Assembly	Un			PDCF01005769.1	Chromosome		NW_019800911.1	unplaced-scaffold	3330		
GCF_002901205.1		Primary Assembly	Un			PDCF01005770.1	Chromosome		NW_019800912.1	unplaced-scaffold	3329		
GCF_002901205.1		Primary Assembly	Un			PDCF01005771.1	Chromosome		NW_019800913.1	unplaced-scaffold	3329		
GCF_002901205.1		Primary Assembly	Un			PDCF01005772.1	Chromosome		NW_019800914.1	unplaced-scaffold	3325		
GCF_002901205.1		Primary Assembly	Un			PDCF01005773.1	Chromosome		NW_019800915.1	unplaced-scaffold	3325		
GCF_002901205.1		Primary Assembly	Un			PDCF01005774.1	Chromosome		NW_019800916.1	unplaced-scaffold	3325		
GCF_002901205.1		Primary Assembly	Un			PDCF01000582.1	Chromosome		NW_019800917.1	unplaced-scaffold	25538		
GCF_002901205.1		Primary Assembly	Un			PDCF01005775.1	Chromosome		NW_019800918.1	unplaced-scaffold	3324		
GCF_002901205.1		Primary Assembly	Un			PDCF01005776.1	Chromosome		NW_019800919.1	unplaced-scaffold	3323		
GCF_002901205.1		Primary Assembly	Un			PDCF01005777.1	Chromosome		NW_019800920.1	unplaced-scaffold	3322		
GCF_002901205.1		Primary Assembly	Un			PDCF01005778.1	Chromosome		NW_019800921.1	unplaced-scaffold	3322		
GCF_002901205.1		Primary Assembly	Un			PDCF01005779.1	Chromosome		NW_019800922.1	unplaced-scaffold	3321		
GCF_002901205.1		Primary Assembly	Un			PDCF01005780.1	Chromosome		NW_019800923.1	unplaced-scaffold	3320		
GCF_002901205.1		Primary Assembly	Un			PDCF01005781.1	Chromosome		NW_019800924.1	unplaced-scaffold	3320		
GCF_002901205.1		Primary Assembly	Un			PDCF01005782.1	Chromosome		NW_019800925.1	unplaced-scaffold	3320		
GCF_002901205.1		Primary Assembly	Un			PDCF01005783.1	Chromosome		NW_019800926.1	unplaced-scaffold	3320		
GCF_002901205.1		Primary Assembly	Un			PDCF01005784.1	Chromosome		NW_019800927.1	unplaced-scaffold	3319		
GCF_002901205.1		Primary Assembly	Un			PDCF01000583.1	Chromosome		NW_019800928.1	unplaced-scaffold	25429		
GCF_002901205.1		Primary Assembly	Un			PDCF01005785.1	Chromosome		NW_019800929.1	unplaced-scaffold	3319		
GCF_002901205.1		Primary Assembly	Un			PDCF01005786.1	Chromosome		NW_019800930.1	unplaced-scaffold	3319		
GCF_002901205.1		Primary Assembly	Un			PDCF01005787.1	Chromosome		NW_019800931.1	unplaced-scaffold	3319		
GCF_002901205.1		Primary Assembly	Un			PDCF01005788.1	Chromosome		NW_019800932.1	unplaced-scaffold	3318		
GCF_002901205.1		Primary Assembly	Un			PDCF01005789.1	Chromosome		NW_019800933.1	unplaced-scaffold	3317		
GCF_002901205.1		Primary Assembly	Un			PDCF01005790.1	Chromosome		NW_019800934.1	unplaced-scaffold	3316		
GCF_002901205.1		Primary Assembly	Un			PDCF01005791.1	Chromosome		NW_019800935.1	unplaced-scaffold	3316		
GCF_002901205.1		Primary Assembly	Un			PDCF01005792.1	Chromosome		NW_019800936.1	unplaced-scaffold	3316		
GCF_002901205.1		Primary Assembly	Un			PDCF01005793.1	Chromosome		NW_019800937.1	unplaced-scaffold	3315		
GCF_002901205.1		Primary Assembly	Un			PDCF01005794.1	Chromosome		NW_019800938.1	unplaced-scaffold	3315		
GCF_002901205.1		Primary Assembly	Un			PDCF01000584.1	Chromosome		NW_019800939.1	unplaced-scaffold	25428		
GCF_002901205.1		Primary Assembly	Un			PDCF01005795.1	Chromosome		NW_019800940.1	unplaced-scaffold	3313		
GCF_002901205.1		Primary Assembly	Un			PDCF01005796.1	Chromosome		NW_019800941.1	unplaced-scaffold	3313		
GCF_002901205.1		Primary Assembly	Un			PDCF01005797.1	Chromosome		NW_019800942.1	unplaced-scaffold	3313		
GCF_002901205.1		Primary Assembly	Un			PDCF01005798.1	Chromosome		NW_019800943.1	unplaced-scaffold	3312		
GCF_002901205.1		Primary Assembly	Un			PDCF01005799.1	Chromosome		NW_019800944.1	unplaced-scaffold	3311		
GCF_002901205.1		Primary Assembly	Un			PDCF01005800.1	Chromosome		NW_019800945.1	unplaced-scaffold	3311		
GCF_002901205.1		Primary Assembly	Un			PDCF01005801.1	Chromosome		NW_019800946.1	unplaced-scaffold	3311		
GCF_002901205.1		Primary Assembly	Un			PDCF01005802.1	Chromosome		NW_019800947.1	unplaced-scaffold	3311		
GCF_002901205.1		Primary Assembly	Un			PDCF01005803.1	Chromosome		NW_019800948.1	unplaced-scaffold	3311		
GCF_002901205.1		Primary Assembly	Un			PDCF01005804.1	Chromosome		NW_019800949.1	unplaced-scaffold	3310		
GCF_002901205.1		Primary Assembly	Un			PDCF01000585.1	Chromosome		NW_019800950.1	unplaced-scaffold	25369		
GCF_002901205.1		Primary Assembly	Un			PDCF01005805.1	Chromosome		NW_019800951.1	unplaced-scaffold	3309		
GCF_002901205.1		Primary Assembly	Un			PDCF01005806.1	Chromosome		NW_019800952.1	unplaced-scaffold	3309		
GCF_002901205.1		Primary Assembly	Un			PDCF01005807.1	Chromosome		NW_019800953.1	unplaced-scaffold	3309		
GCF_002901205.1		Primary Assembly	Un			PDCF01005808.1	Chromosome		NW_019800954.1	unplaced-scaffold	3309		
GCF_002901205.1		Primary Assembly	Un			PDCF01005809.1	Chromosome		NW_019800955.1	unplaced-scaffold	3307		
GCF_002901205.1		Primary Assembly	Un			PDCF01005810.1	Chromosome		NW_019800956.1	unplaced-scaffold	3307		
GCF_002901205.1		Primary Assembly	Un			PDCF01005811.1	Chromosome		NW_019800957.1	unplaced-scaffold	3306		
GCF_002901205.1		Primary Assembly	Un			PDCF01005812.1	Chromosome		NW_019800958.1	unplaced-scaffold	3305		
GCF_002901205.1		Primary Assembly	Un			PDCF01005813.1	Chromosome		NW_019800959.1	unplaced-scaffold	3305		
GCF_002901205.1		Primary Assembly	Un			PDCF01005814.1	Chromosome		NW_019800960.1	unplaced-scaffold	3305		
GCF_002901205.1		Primary Assembly	Un			PDCF01000586.1	Chromosome		NW_019800961.1	unplaced-scaffold	25368		
GCF_002901205.1		Primary Assembly	Un			PDCF01005815.1	Chromosome		NW_019800962.1	unplaced-scaffold	3305		
GCF_002901205.1		Primary Assembly	Un			PDCF01005816.1	Chromosome		NW_019800963.1	unplaced-scaffold	3304		
GCF_002901205.1		Primary Assembly	Un			PDCF01005817.1	Chromosome		NW_019800964.1	unplaced-scaffold	3303		
GCF_002901205.1		Primary Assembly	Un			PDCF01005818.1	Chromosome		NW_019800965.1	unplaced-scaffold	3303		
GCF_002901205.1		Primary Assembly	Un			PDCF01005819.1	Chromosome		NW_019800966.1	unplaced-scaffold	3303		
GCF_002901205.1		Primary Assembly	Un			PDCF01005820.1	Chromosome		NW_019800967.1	unplaced-scaffold	3302		
GCF_002901205.1		Primary Assembly	Un			PDCF01005821.1	Chromosome		NW_019800968.1	unplaced-scaffold	3301		
GCF_002901205.1		Primary Assembly	Un			PDCF01005822.1	Chromosome		NW_019800969.1	unplaced-scaffold	3301		
GCF_002901205.1		Primary Assembly	Un			PDCF01005823.1	Chromosome		NW_019800970.1	unplaced-scaffold	3301		
GCF_002901205.1		Primary Assembly	Un			PDCF01005824.1	Chromosome		NW_019800971.1	unplaced-scaffold	3300		
GCF_002901205.1		Primary Assembly	Un			PDCF01000587.1	Chromosome		NW_019800972.1	unplaced-scaffold	25354		
GCF_002901205.1		Primary Assembly	Un			PDCF01005825.1	Chromosome		NW_019800973.1	unplaced-scaffold	3300		
GCF_002901205.1		Primary Assembly	Un			PDCF01005826.1	Chromosome		NW_019800974.1	unplaced-scaffold	3299		
GCF_002901205.1		Primary Assembly	Un			PDCF01005828.1	Chromosome		NW_019800975.1	unplaced-scaffold	3298		
GCF_002901205.1		Primary Assembly	Un			PDCF01005829.1	Chromosome		NW_019800976.1	unplaced-scaffold	3298		
GCF_002901205.1		Primary Assembly	Un			PDCF01005830.1	Chromosome		NW_019800977.1	unplaced-scaffold	3297		
GCF_002901205.1		Primary Assembly	Un			PDCF01005831.1	Chromosome		NW_019800978.1	unplaced-scaffold	3225		
GCF_002901205.1		Primary Assembly	Un			PDCF01005832.1	Chromosome		NW_019800979.1	unplaced-scaffold	3296		
GCF_002901205.1		Primary Assembly	Un			PDCF01005833.1	Chromosome		NW_019800980.1	unplaced-scaffold	3296		
GCF_002901205.1		Primary Assembly	Un			PDCF01005834.1	Chromosome		NW_019800981.1	unplaced-scaffold	3296		
GCF_002901205.1		Primary Assembly	Un			PDCF01000588.1	Chromosome		NW_019800982.1	unplaced-scaffold	25348		
GCF_002901205.1		Primary Assembly	Un			PDCF01005835.1	Chromosome		NW_019800983.1	unplaced-scaffold	3295		
GCF_002901205.1		Primary Assembly	Un			PDCF01005836.1	Chromosome		NW_019800984.1	unplaced-scaffold	3294		
GCF_002901205.1		Primary Assembly	Un			PDCF01005837.1	Chromosome		NW_019800985.1	unplaced-scaffold	3294		
GCF_002901205.1		Primary Assembly	Un			PDCF01005838.1	Chromosome		NW_019800986.1	unplaced-scaffold	3294		
GCF_002901205.1		Primary Assembly	Un			PDCF01005839.1	Chromosome		NW_019800987.1	unplaced-scaffold	3293		
GCF_002901205.1		Primary Assembly	Un			PDCF01005840.1	Chromosome		NW_019800988.1	unplaced-scaffold	3292		
GCF_002901205.1		Primary Assembly	Un			PDCF01005841.1	Chromosome		NW_019800989.1	unplaced-scaffold	3291		
GCF_002901205.1		Primary Assembly	Un			PDCF01005842.1	Chromosome		NW_019800990.1	unplaced-scaffold	3291		
